#1,441,256
#1,119,256
#1,58,256
#1,58,256
#1,58,256
1,146.8,256,297.97
#2,75,256
#2,63,256
#2,63,256
#2,66,256
#2,63,256
2,66,256,9.29516
#3,65,256
#3,77,256
#3,68,256
#3,67,256
#3,67,256
3,68.8,256,8.42852
#4,111,256
#4,98,256
#4,74,256
#4,74,256
#4,74,256
4,86.2,256,30.9942
#5,167,256
#5,149,256
#5,86,256
#5,82,256
#5,87,256
5,114.2,256,72.5027
#6,109,256
#6,98,256
#6,101,256
#6,104,256
#6,99,256
6,102.2,256,7.93977
#7,113,256
#7,105,256
#7,104,256
#7,102,256
#7,103,256
7,105.4,256,7.85875
#8,133,256
#8,125,256
#8,113,256
#8,109,256
#8,108,256
8,117.6,256,19.5796
#9,137,256
#9,117,256
#9,112,256
#9,111,256
#9,110,256
9,117.4,256,20.1832
#10,157,256
#10,170,256
#10,146,256
#10,120,256
#10,121,256
10,142.8,256,39.4644
#11,167,256
#11,187,256
#11,129,256
#11,128,256
#11,128,256
11,147.8,256,49.338
#12,143,256
#12,139,256
#12,138,256
#12,136,256
#12,141,256
12,139.4,256,4.83322
#13,210,384
#13,147,384
#13,144,384
#13,144,384
#13,141,384
13,157.2,384,52.9362
#14,145,384
#14,164,384
#14,156,384
#14,159,384
#14,153,384
14,155.4,384,12.687
#15,209,384
#15,235,384
#15,162,384
#15,163,384
#15,163,384
15,186.4,384,60.4199
#16,168,384
#16,192,384
#16,186,384
#16,184,384
#16,186,384
16,183.2,384,16.1196
#17,179,384
#17,180,384
#17,185,384
#17,176,384
#17,175,384
17,179,384,7.04273
#18,187,384
#18,190,384
#18,175,384
#18,180,384
#18,178,384
18,182,384,11.2428
#19,278,384
#19,292,384
#19,229,384
#19,243,384
#19,182,384
19,244.8,384,77.5979
#20,242,384
#20,262,384
#20,219,384
#20,216,384
#20,219,384
20,231.6,384,35.701
#21,273,384
#21,270,384
#21,274,384
#21,200,384
#21,206,384
21,244.6,384,68.0894
#22,244,384
#22,270,384
#22,232,384
#22,233,384
#22,232,384
22,242.2,384,29.2411
#23,332,384
#23,299,384
#23,255,384
#23,221,384
#23,217,384
23,264.8,384,89.3747
#24,259,384
#24,327,384
#24,292,384
#24,291,384
#24,218,384
24,277.4,384,73.3496
#25,227,640
#25,227,640
#25,230,640
#25,230,640
#25,231,640
25,229,640,3.34664
#26,247,640
#26,263,640
#26,254,640
#26,242,640
#26,240,640
26,249.2,640,16.8476
#27,271,640
#27,277,640
#27,243,640
#27,242,640
#27,246,640
27,255.8,640,30.0772
#28,348,640
#28,280,640
#28,275,640
