#1,281,256
#1,33,256
#1,30,256
#1,30,256
#1,30,256
#1,30,256
#1,30,256
#1,31,256
#1,31,256
#1,32,256
#1,31,256
#1,31,256
#1,31,256
#1,31,256
#1,32,256
#1,31,256
#1,30,256
#1,30,256
#1,31,256
#1,31,256
1,43.35,256,109.053
#2,46,256
#2,41,256
#2,39,256
#2,39,256
#2,38,256
#2,40,256
#2,39,256
#2,39,256
#2,39,256
#2,38,256
#2,38,256
#2,39,256
#2,39,256
#2,39,256
#2,39,256
#2,39,256
#2,39,256
#2,39,256
#2,38,256
#2,39,256
2,39.3,256,3.35261
#3,35,256
#3,38,256
#3,38,256
#3,39,256
#3,39,256
#3,39,256
#3,39,256
#3,38,256
#3,39,256
#3,38,256
#3,39,256
#3,40,256
#3,38,256
#3,39,256
#3,39,256
#3,39,256
#3,38,256
#3,39,256
#3,38,256
#3,38,256
3,38.45,256,1.94679
#4,46,256
#4,48,256
#4,43,256
#4,41,256
#4,41,256
#4,42,256
#4,43,256
#4,41,256
#4,43,256
#4,42,256
#4,42,256
#4,41,256
#4,42,256
#4,43,256
#4,42,256
#4,42,256
#4,41,256
#4,41,256
#4,43,256
#4,41,256
4,42.4,256,3.48712
#5,51,256
#5,51,256
#5,46,256
#5,45,256
#5,46,256
#5,46,256
#5,45,256
#5,46,256
#5,45,256
#5,46,256
#5,45,256
#5,46,256
#5,45,256
#5,45,256
#5,45,256
#5,45,256
#5,45,256
#5,46,256
#5,46,256
#5,45,256
5,46,256,3.4641
#6,54,256
#6,59,256
#6,49,256
#6,50,256
#6,49,256
#6,50,256
#6,49,256
#6,49,256
#6,50,256
#6,48,256
#6,49,256
#6,50,256
#6,51,256
#6,50,256
#6,49,256
#6,49,256
#6,49,256
#6,49,256
#6,48,256
#6,49,256
6,50,256,4.81664
#7,56,256
#7,54,256
#7,59,256
#7,57,256
#7,59,256
#7,55,256
#7,55,256
#7,53,256
#7,56,256
#7,51,256
#7,52,256
#7,55,256
#7,56,256
#7,56,256
#7,54,256
#7,52,256
#7,54,256
#7,56,256
#7,54,256
#7,54,256
7,54.9,256,4.0939
#8,63,256
#8,63,256
#8,55,256
#8,60,256
#8,56,256
#8,55,256
#8,60,256
#8,59,256
#8,59,256
#8,59,256
#8,57,256
#8,55,256
#8,56,256
#8,54,256
#8,58,256
#8,59,256
#8,58,256
#8,58,256
#8,55,256
#8,56,256
8,57.75,256,5.01498
#9,67,256
#9,65,256
#9,68,256
#9,61,256
#9,63,256
#9,60,256
#9,61,256
#9,59,256
#9,61,256
#9,62,256
#9,63,256
#9,62,256
#9,62,256
#9,60,256
#9,59,256
#9,60,256
#9,60,256
#9,62,256
#9,61,256
#9,61,256
9,61.85,256,4.70213
#10,76,256
#10,69,256
#10,63,256
#10,65,256
#10,67,256
#10,66,256
#10,63,256
#10,65,256
#10,65,256
#10,65,256
#10,64,256
#10,67,256
#10,65,256
#10,67,256
#10,67,256
#10,68,256
#10,62,256
#10,65,256
#10,67,256
#10,66,256
10,66.1,256,5.68859
#11,70,256
#11,72,256
#11,69,256
#11,68,256
#11,66,256
#11,70,256
#11,70,256
#11,69,256
#11,67,256
#11,72,256
#11,69,256
#11,68,256
#11,68,256
#11,68,256
#11,69,256
#11,69,256
#11,68,256
#11,68,256
#11,69,256
#11,66,256
11,68.75,256,3.09031
#12,98,256
#12,95,256
#12,72,256
#12,73,256
#12,74,256
#12,74,256
#12,74,256
#12,71,256
#12,72,256
#12,72,256
#12,74,256
#12,73,256
#12,74,256
#12,72,256
#12,71,256
#12,73,256
#12,72,256
#12,74,256
#12,72,256
#12,73,256
12,75.15,256,14.3983
#13,109,384
#13,94,384
#13,74,384
#13,74,384
#13,75,384
#13,74,384
#13,76,384
#13,76,384
#13,73,384
#13,75,384
#13,76,384
#13,74,384
#13,75,384
#13,76,384
#13,73,384
#13,76,384
#13,76,384
#13,76,384
#13,76,384
#13,73,384
13,77.55,384,16.7985
#14,110,384
#14,97,384
#14,107,384
#14,78,384
#14,78,384
#14,79,384
#14,79,384
#14,79,384
#14,78,384
#14,79,384
#14,80,384
#14,79,384
#14,81,384
#14,81,384
#14,81,384
#14,78,384
#14,82,384
#14,80,384
#14,80,384
#14,80,384
14,83.3,384,18.5914
#15,111,384
#15,105,384
#15,109,384
#15,105,384
#15,91,384
#15,82,384
#15,82,384
#15,82,384
#15,82,384
#15,83,384
#15,81,384
#15,82,384
#15,82,384
#15,81,384
#15,82,384
#15,81,384
#15,81,384
#15,81,384
#15,79,384
#15,83,384
15,87.25,384,20.8507
#16,84,384
#16,94,384
#16,89,384
#16,88,384
#16,91,384
#16,85,384
#16,85,384
#16,85,384
#16,83,384
#16,84,384
#16,86,384
#16,85,384
#16,84,384
#16,84,384
#16,85,384
#16,83,384
#16,85,384
#16,85,384
#16,84,384
#16,85,384
16,85.7,384,5.4074
#17,104,384
#17,106,384
#17,92,384
#17,90,384
#17,90,384
#17,89,384
#17,89,384
#17,88,384
#17,91,384
#17,87,384
#17,89,384
#17,88,384
#17,89,384
#17,89,384
#17,90,384
#17,89,384
#17,90,384
#17,89,384
#17,88,384
#17,90,384
17,90.85,384,9.70103
#18,115,384
#18,103,384
#18,95,384
#18,93,384
#18,96,384
#18,93,384
#18,95,384
#18,96,384
#18,95,384
#18,93,384
#18,94,384
#18,96,384
#18,95,384
#18,95,384
#18,97,384
#18,96,384
#18,95,384
#18,97,384
#18,97,384
#18,96,384
18,96.6,384,9.41063
#19,116,384
#19,120,384
#19,99,384
#19,98,384
#19,100,384
#19,97,384
#19,99,384
#19,98,384
#19,98,384
#19,97,384
#19,99,384
#19,98,384
#19,98,384
#19,96,384
#19,99,384
#19,100,384
#19,98,384
#19,100,384
#19,99,384
#19,98,384
19,100.35,384,12.0046
#20,117,384
#20,139,384
#20,137,384
#20,108,384
#20,101,384
#20,101,384
#20,103,384
#20,102,384
#20,101,384
#20,102,384
#20,102,384
#20,101,384
#20,103,384
#20,103,384
#20,102,384
#20,104,384
#20,101,384
#20,103,384
#20,101,384
#20,101,384
20,106.6,384,22.1215
#21,110,384
#21,114,384
#21,108,384
#21,109,384
#21,109,384
#21,105,384
#21,105,384
#21,106,384
#21,105,384
#21,106,384
#21,105,384
#21,106,384
#21,106,384
#21,107,384
#21,105,384
#21,105,384
#21,106,384
#21,107,384
#21,104,384
#21,106,384
21,106.7,384,4.56508
#22,127,384
#22,126,384
#22,125,384
#22,109,384
#22,110,384
#22,111,384
#22,110,384
#22,110,384
#22,110,384
#22,110,384
#22,112,384
#22,112,384
#22,110,384
#22,110,384
#22,111,384
#22,112,384
#22,111,384
#22,110,384
#22,111,384
#22,110,384
22,112.85,384,11.1763
#23,168,384
#23,157,384
#23,116,384
#23,114,384
#23,114,384
#23,117,384
#23,114,384
#23,115,384
#23,114,384
#23,113,384
#23,114,384
#23,114,384
#23,116,384
#23,115,384
#23,115,384
#23,114,384
#23,114,384
#23,116,384
#23,115,384
#23,115,384
23,119.5,384,28.9379
#24,135,384
#24,161,384
#24,160,384
#24,160,384
#24,153,384
#24,119,384
#24,117,384
#24,116,384
#24,117,384
#24,117,384
#24,119,384
#24,118,384
#24,116,384
#24,117,384
#24,118,384
#24,117,384
#24,119,384
#24,117,384
#24,117,384
#24,116,384
24,126.45,384,33.1208
#25,119,640
#25,121,640
#25,123,640
#25,119,640
#25,122,640
#25,121,640
#25,120,640
#25,121,640
#25,123,640
#25,121,640
#25,123,640
#25,122,640
#25,120,640
#25,122,640
#25,123,640
#25,121,640
#25,121,640
#25,123,640
#25,120,640
#25,122,640
25,121.35,640,2.55147
#26,144,640
#26,145,640
#26,139,640
#26,124,640
#26,124,640
#26,125,640
#26,124,640
#26,123,640
#26,125,640
#26,127,640
#26,124,640
#26,125,640
#26,124,640
#26,127,640
#26,124,640
#26,125,640
#26,124,640
#26,126,640
#26,124,640
#26,127,640
26,127.5,640,13.092
#27,134,640
#27,139,640
#27,128,640
#27,129,640
#27,131,640
#27,130,640
#27,128,640
#27,129,640
#27,128,640
#27,130,640
#27,128,640
#27,128,640
#27,126,640
#27,128,640
#27,128,640
#27,127,640
#27,130,640
#27,130,640
#27,130,640
#27,129,640
27,129.5,640,5.45894
#28,145,640
#28,151,640
#28,131,640
#28,131,640
#28,132,640
#28,131,640
#28,132,640
#28,130,640
#28,131,640
#28,130,640
#28,131,640
#28,132,640
#28,130,640
#28,132,640
#28,131,640
#28,130,640
#28,130,640
#28,131,640
#28,130,640
#28,132,640
28,132.65,640,10.5124
#29,171,640
#29,177,640
#29,170,640
#29,154,640
#29,150,640
#29,148,640
#29,134,640
#29,135,640
#29,135,640
#29,135,640
#29,133,640
#29,135,640
#29,135,640
#29,134,640
#29,135,640
#29,135,640
#29,135,640
#29,136,640
#29,134,640
#29,133,640
29,142.7,640,27.8072
#30,208,640
#30,209,640
#30,187,640
#30,178,640
#30,164,640
#30,164,640
#30,163,640
#30,166,640
#30,165,640
#30,166,640
#30,166,640
#30,163,640
#30,166,640
#30,164,640
#30,157,640
#30,154,640
#30,154,640
#30,156,640
#30,153,640
#30,154,640
30,167.85,640,31.4406
#31,160,640
#31,164,640
#31,164,640
#31,159,640
#31,145,640
#31,143,640
#31,143,640
#31,146,640
#31,143,640
#31,143,640
#31,144,640
#31,144,640
#31,144,640
#31,144,640
#31,145,640
#31,142,640
#31,142,640
#31,142,640
#31,142,640
#31,142,640
31,147.05,640,14.9997
#32,202,640
#32,190,640
#32,176,640
#32,147,640
#32,147,640
#32,148,640
#32,147,640
#32,148,640
#32,148,640
#32,144,640
#32,147,640
#32,148,640
#32,146,640
#32,146,640
#32,148,640
#32,148,640
#32,148,640
#32,147,640
#32,146,640
#32,147,640
32,153.4,640,31.3522
#33,235,640
#33,223,640
#33,201,640
#33,200,640
#33,12564,640
#33,174,640
#33,173,640
#33,172,640
#33,172,640
#33,175,640
#33,172,640
#33,174,640
#33,173,640
#33,175,640
#33,174,640
#33,174,640
#33,175,640
#33,174,640
#33,173,640
#33,172,640
33,801.25,640,5397.24
#34,158,640
#34,163,640
#34,158,640
#34,160,640
#34,159,640
#34,160,640
#34,160,640
#34,159,640
#34,160,640
#34,159,640
#34,158,640
#34,158,640
#34,160,640
#34,159,640
#34,161,640
#34,160,640
#34,161,640
#34,159,640
#34,158,640
#34,158,640
34,159.4,640,2.56125
#35,176,640
#35,181,640
#35,178,640
#35,177,640
#35,177,640
#35,179,640
#35,177,640
#35,179,640
#35,180,640
#35,178,640
#35,177,640
#35,175,640
#35,177,640
#35,177,640
#35,177,640
#35,178,640
#35,177,640
#35,175,640
#35,178,640
#35,178,640
35,177.55,640,2.86182
#36,273,640
#36,274,640
#36,212,640
#36,193,640
#36,176,640
#36,174,640
#36,180,640
#36,175,640
#36,175,640
#36,175,640
#36,176,640
#36,174,640
#36,175,640
#36,174,640
#36,172,640
#36,174,640
#36,174,640
#36,176,640
#36,174,640
#36,174,640
36,187.5,640,60.0283
#37,197,896
#37,192,896
#37,195,896
