#1,415,536
#1,103,536
#1,42,536
#1,39,536
#1,35,536
#1,35,536
1,111.5,536,275.651
#2,99,544
#2,67,544
#2,43,544
#2,42,544
#2,40,544
#2,42,544
2,55.5,544,43.0929
#3,112,552
#3,50,552
#3,48,552
#3,49,552
#3,51,552
#3,57,552
3,61.1667,552,45.8318
#4,110,568
#4,86,568
#4,72,568
#4,74,568
#4,71,568
#4,53,568
4,77.6667,568,34.7691
#5,173,568
#5,111,568
#5,87,568
#5,63,568
#5,63,568
#5,63,568
5,93.3333,568,79.4117
#6,133,584
#6,130,584
#6,56,584
#6,59,584
#6,62,584
#6,57,584
6,82.8333,584,68.9485
#7,178,584
#7,163,584
#7,64,584
#7,66,584
#7,69,584
#7,66,584
7,101,584,98.7117
#8,167,608
#8,189,608
#8,158,608
#8,109,608
#8,68,608
#8,68,608
8,126.5,608,95.5318
#9,205,608
#9,171,608
#9,129,608
#9,74,608
#9,71,608
#9,73,608
9,120.5,608,105.298
#10,210,632
#10,192,632
#10,103,632
#10,105,632
#10,105,632
#10,78,632
10,132.167,632,99.6622
#11,290,632
#11,207,632
#11,103,632
#11,85,632
#11,80,632
#11,85,632
11,141.667,632,159.146
#12,275,632
#12,230,632
#12,109,632
#12,116,632
#12,109,632
#12,93,632
12,155.333,632,140.526
#13,216,664
#13,161,664
#13,87,664
#13,85,664
#13,83,664
#13,85,664
13,119.5,664,102.643
#14,415,664
#14,336,664
#14,137,664
#14,142,664
#14,134,664
#14,110,664
14,212.333,664,236.075
#15,262,664
#15,229,664
#15,154,664
#15,102,664
#15,100,664
#15,104,664
15,158.5,664,129.84
#16,247,696
#16,207,696
#16,140,696
#16,121,696
#16,137,696
#16,101,696
16,158.833,696,102.309
#17,277,696
#17,314,696
#17,215,696
#17,136,696
#17,147,696
#17,121,696
17,201.667,696,146.695
#18,270,696
#18,276,696
#18,234,696
#18,120,696
#18,104,696
#18,119,696
18,187.167,696,148.371
#19,514,696
#19,358,696
#19,213,696
#19,177,696
#19,178,696
#19,152,696
19,265.333,696,260.045
#20,331,736
#20,275,736
#20,117,736
#20,124,736
#20,115,736
#20,127,736
20,181.5,736,175.027
#21,398,736
#21,361,736
#21,208,736
#21,181,736
#21,153,736
#21,127,736
21,238,736,207.242
#22,385,736
#22,265,736
#22,175,736
#22,171,736
#22,171,736
#22,152,736
22,219.833,736,164.724
#23,679,736
#23,376,736
#23,209,736
#23,185,736
#23,166,736
#23,183,736
23,299.667,736,367.485
#24,521,776
#24,392,776
#24,181,776
#24,208,776
#24,155,776
#24,179,776
24,272.667,776,272.168
#25,390,776
#25,347,776
#25,257,776
#25,160,776
#25,146,776
#25,151,776
25,241.833,776,195.576
#26,360,776
#26,388,776
#26,273,776
#26,179,776
#26,172,776
#26,145,776
26,252.833,776,189.341
#27,471,776
#27,423,776
#27,287,776
#27,182,776
#27,160,776
#27,164,776
27,281.167,776,250.906
#28,903,776
#28,484,776
#28,255,776
#28,256,776
#28,220,776
#28,223,776
28,390.167,776,493.271
#29,515,832
#29,232,832
#29,152,832
#29,177,832
#29,151,832
#29,178,832
29,234.167,832,256.856
#30,693,832
#30,466,832
#30,304,832
#30,221,832
#30,224,832
#30,213,832
30,353.5,832,350.65
#31,599,832
#31,482,832
#31,250,832
#31,206,832
#31,230,832
#31,182,832
31,324.833,832,315.156
#32,687,832
#32,611,832
#32,260,832
#32,237,832
#32,242,832
#32,222,832
32,376.5,832,388.496
#33,424,832
#33,426,832
#33,225,832
#33,176,832
#33,178,832
#33,176,832
33,267.5,832,225.352
#34,828,832
#34,536,832
#34,289,832
#34,266,832
#34,234,832
#34,240,832
34,398.833,832,435.97
#35,597,896
#35,542,896
#35,256,896
#35,180,896
#35,198,896
#35,207,896
35,330,896,343.28
#36,656,896
#36,521,896
#36,202,896
#36,232,896
#36,176,896
#36,220,896
36,334.5,896,369.179
#37,637,896
#37,508,896
#37,291,896
#37,262,896
#37,235,896
#37,219,896
37,358.667,896,314.636
#38,618,896
#38,546,896
#38,283,896
#38,205,896
#38,203,896
#38,210,896
38,344.167,896,343.277
#39,752,896
#39,474,896
#39,288,896
#39,285,896
#39,280,896
#39,267,896
39,391,896,352.847
#40,709,896
#40,383,896
#40,283,896
#40,232,896
#40,232,896
#40,254,896
40,348.833,896,338.147
#42,777,968
#42,587,968
#42,360,968
#42,294,968
#42,279,968
#42,243,968
42,423.333,968,388.121
#44,1110,968
#44,677,968
#44,406,968
#44,318,968
#44,305,968
#44,309,968
44,520.833,968,587.248
#46,849,968
#46,662,968
#46,280,968
#46,283,968
#46,262,968
#46,264,968
46,433.333,968,468.478
#48,1145,968
#48,850,968
#48,620,968
#48,463,968
#48,412,968
#48,360,968
48,641.667,968,554.51
#50,961,1056
#50,588,1056
#50,339,1056
#50,351,1056
#50,274,1056
#50,316,1056
50,471.5,1056,481.972
#52,988,1056
#52,623,1056
#52,420,1056
#52,339,1056
#52,303,1056
#52,305,1056
52,496.333,1056,491.493
#54,830,1056
#54,597,1056
#54,317,1056
#54,315,1056
#54,247,1056
#54,265,1056
54,428.5,1056,427.85
#56,1199,1056
#56,857,1056
#56,556,1056
#56,378,1056
#56,346,1056
#56,355,1056
56,615.167,1056,632.05
#58,1288,1056
#58,845,1056
#58,404,1056
#58,377,1056
#58,396,1056
#58,391,1056
58,616.833,1056,685.619
#60,994,1152
#60,680,1152
#60,405,1152
#60,369,1152
#60,355,1152
#60,362,1152
60,527.5,1152,474.801
#63,1223,1152
#63,918,1152
#63,527,1152
#63,374,1152
#63,343,1152
#63,336,1152
63,620.167,1152,672.787
#66,1479,1152
#66,1029,1152
#66,634,1152
#66,463,1152
#66,436,1152
#66,458,1152
66,749.833,1152,769.834
#69,1498,1152
#69,970,1152
#69,515,1152
#69,421,1152
#69,442,1152
#69,418,1152
69,710.667,1152,802.984
#72,1410,1272
#72,923,1272
#72,599,1272
#72,507,1272
#72,466,1272
#72,432,1272
72,722.833,1272,695.093
#75,1436,1272
#75,1053,1272
#75,707,1272
#75,529,1272
#75,487,1272
#75,30381,1272
75,5765.5,1272,22026.5
#78,1574,1272
#78,1164,1272
#78,742,1272
#78,453,1272
#78,450,1272
#78,444,1272
78,804.5,1272,858.083
#81,1453,1272
#81,1035,1272
#81,586,1272
#81,464,1272
#81,455,1272
#81,465,1272
81,743,1272,753.694
#85,1495,1408
#85,977,1408
#85,585,1408
#85,469,1408
#85,476,1408
#85,389,1408
85,731.833,1408,781.519
#89,1821,1408
#89,1156,1408
#89,672,1408
#89,607,1408
#89,535,1408
#89,558,1408
89,891.5,1408,931.438
#93,1440,1408
#93,1059,1408
#93,604,1408
#93,522,1408
#93,496,1408
#93,521,1408
93,773.667,1408,711.092
#97,2185,1408
#97,1313,1408
#97,725,1408
#97,553,1408
#97,561,1408
#97,529,1408
97,977.667,1408,1208.08
#101,1933,1568
#101,1294,1568
#101,820,1568
#101,581,1568
#101,544,1568
#101,448,1568
101,936.667,1568,1049.91
#106,1841,1568
#106,1385,1568
#106,873,1568
#106,702,1568
#106,611,1568
#106,602,1568
106,1002.33,1568,920.192
#111,2693,1568
#111,1857,1568
#111,1101,1568
#111,793,1568
#111,760,1568
#111,742,1568
111,1324.33,1568,1448.39
#116,2003,1752
#116,1291,1752
#116,790,1752
#116,583,1752
#116,601,1752
#116,536,1752
116,967.333,1752,1057.28
#121,2665,1752
#121,1719,1752
#121,1182,1752
#121,895,1752
#121,796,1752
#121,812,1752
121,1344.83,1752,1340.85
#127,2442,1752
#127,1375,1752
#127,976,1752
#127,726,1752
#127,655,1752
#127,637,1752
127,1135.17,1752,1274.58
#133,2707,1752
#133,1887,1752
#133,1143,1752
#133,955,1752
#133,814,1752
#133,828,1752
133,1389,1752,1385.48
#139,2670,1960
#139,1773,1960
#139,1196,1960
#139,859,1960
#139,786,1960
#139,734,1960
139,1336.33,1960,1386.26
#145,3201,1960
#145,2045,1960
#145,1395,1960
#145,16219,1960
#145,947,1960
#145,884,1960
145,4115.17,1960,10939.3
#152,3026,1960
#152,2097,1960
#152,1331,1960
#152,1211,1960
#152,1043,1960
#152,1035,1960
152,1623.83,1960,1444.58
#159,3052,2208
#159,1837,2208
#159,1231,2208
#159,967,2208
#159,928,2208
#159,910,2208
159,1487.5,2208,1539.06
#166,3272,2208
#166,2110,2208
#166,1499,2208
#166,1183,2208
#166,996,2208
#166,809,2208
166,1644.83,2208,1676.94
#174,3347,2208
#174,2213,2208
#174,1369,2208
#174,1142,2208
#174,1070,2208
#174,1089,2208
174,1705,2208,1666.69
#182,3605,2208
#182,2321,2208
#182,1568,2208
#182,1262,2208
#182,1189,2208
#182,1156,2208
182,1850.17,2208,1759.87
#191,3742,2496
#191,2065,2496
#191,1487,2496
#191,1166,2496
#191,1030,2496
#191,994,2496
191,1747.33,2496,1926.55
#200,3904,2496
#200,2506,2496
#200,1582,2496
#200,1380,2496
#200,1157,2496
#200,1164,2496
200,1948.83,2496,1972.18
#210,3882,2496
#210,2322,2496
#210,1544,2496
#210,1231,2496
#210,1103,2496
#210,1124,2496
210,1867.67,2496,1985.25
#220,3737,2840
#220,2559,2840
#220,1771,2840
#220,1494,2840
#220,1275,2840
#220,1236,2840
220,2012,2840,1778.87
#231,4496,2840
#231,3003,2840
#231,2058,2840
#231,1685,2840
#231,1410,2840
#231,1309,2840
231,2326.83,2840,2239.53
#242,4215,2840
#242,2828,2840
#242,1924,2840
#242,1486,2840
#242,1363,2840
#242,1148,2840
242,2160.67,2840,2135.19
#254,4720,3232
#254,3290,3232
#254,2227,3232
#254,1570,3232
#254,1424,3232
#254,1344,3232
254,2429.17,3232,2443.49
#266,4572,3232
#266,3059,3232
#266,2091,3232
#266,1637,3232
#266,1482,3232
#266,1459,3232
266,2383.33,3232,2244.41
#279,5639,3232
#279,4063,3232
#279,3328,3232
#279,2473,3232
#279,2136,3232
#279,1989,3232
279,3271.33,3232,2556.88
#292,6284,3232
#292,4146,3232
#292,3047,3232
#292,2419,3232
#292,1981,3232
#292,1903,3232
292,3296.67,3232,3071.53
#306,5633,3688
#306,4127,3688
#306,3146,3688
#306,2306,3688
#306,1894,3688
#306,1721,3688
306,3137.83,3688,2762.95
#321,6403,3688
#321,4790,3688
#321,3437,3688
#321,2734,3688
#321,2373,3688
#321,2181,3688
321,3653,3688,3005.74
#337,6986,3688
#337,5266,3688
#337,3693,3688
#337,3111,3688
#337,2467,3688
#337,2310,3688
337,3972.17,3688,3327.17
#353,6856,4224
#353,4425,4224
#353,3554,4224
#353,2423,4224
#353,2272,4224
#353,1995,4224
353,3587.5,4224,3367.32
#370,7589,4224
#370,5675,4224
#370,4244,4224
#370,3306,4224
#370,2890,4224
#370,2715,4224
370,4403.17,4224,3477.14
#388,8746,4224
#388,6386,4224
#388,4677,4224
#388,3547,4224
#388,3323,4224
#388,3038,4224
388,4952.83,4224,4067.55
#407,7386,4856
#407,5684,4856
#407,4351,4856
#407,3812,4856
#407,3063,4856
#407,2609,4856
407,4484.17,4856,3252.25
#427,7761,4856
#427,6168,4856
#427,4717,4856
#427,3277,4856
#427,2645,4856
#427,2537,4856
427,4517.5,4856,3851.56
#448,8156,4856
#448,6184,4856
#448,4700,4856
#448,3792,4856
#448,3328,4856
#448,3096,4856
448,4876,4856,3581.43
#470,9439,4856
#470,7317,4856
#470,5578,4856
#470,4832,4856
#470,3858,4856
#470,3443,4856
470,5744.5,4856,4150.36
#493,8210,5592
